"PARID","LUC","LUC_desc","situs","NAME","year","if1991","yearGroup"
"1703H00230000","R-10","R - Single Family/Cabin","530 S HANOVER ST","North Coventry",1974,"Before 1991","1971-1980"
"1703H00240000","R-10","R - Single Family/Cabin","518 S HANOVER ST","North Coventry",1974,"Before 1991","1971-1980"
"1703H00250000","R-10","R - Single Family/Cabin","506 S HANOVER ST","North Coventry",1974,"Before 1991","1971-1980"
"1703L00010000","R-10","R - Single Family/Cabin","990 S HANOVER ST","North Coventry",1920,"Before 1991","1950 or older"
"1703L00010100","R-10","R - Single Family/Cabin","963  CEMETERY RD","North Coventry",2003,"1991 or Later","2001-2010"
"1703L00030000","R-10","R - Single Family/Cabin","1030 S HANOVER ST","North Coventry",1920,"Before 1991","1950 or older"
"1703L00040000","R-10","R - Single Family/Cabin","1038 S HANOVER ST","North Coventry",1900,"Before 1991","1950 or older"
"1703L00050000","R-10","R - Single Family/Cabin","1048 S HANOVER ST","North Coventry",1920,"Before 1991","1950 or older"
"1703L00240000","R-10","R - Single Family/Cabin","1180  CHESTERSHIRE PL","North Coventry",1996,"1991 or Later","1991-2000"
"1703L00250000","R-10","R - Single Family/Cabin","1188  CHESTERSHIRE PL","North Coventry",1997,"1991 or Later","1991-2000"
"1703L00270000","R-10","R - Single Family/Cabin","1194  CHESTERSHIRE PL","North Coventry",1993,"1991 or Later","1991-2000"
"1703L00280000","R-10","R - Single Family/Cabin","1196  CHESTERSHIRE PL","North Coventry",1993,"1991 or Later","1991-2000"
"1703L00300000","R-10","R - Single Family/Cabin","1199  CHESTERSHIRE PL","North Coventry",1991,"1991 or Later","1991-2000"
"1703L00310000","R-10","R - Single Family/Cabin","637  HUNTERS RUN RD","North Coventry",1997,"1991 or Later","1991-2000"
"1703L00320000","R-10","R - Single Family/Cabin","1193  CHESTERSHIRE PL","North Coventry",2001,"1991 or Later","2001-2010"
"1703L00330000","R-10","R - Single Family/Cabin","1191  CHESTERSHIRE PL","North Coventry",1993,"1991 or Later","1991-2000"
"1703L00360000","R-10","R - Single Family/Cabin","1177  CHESTERSHIRE PL","North Coventry",1993,"1991 or Later","1991-2000"
"1703Q00390000","R-10","R - Single Family/Cabin","1202  CHESTERSHIRE PL","North Coventry",1999,"1991 or Later","1991-2000"
"1703Q00410000","R-10","R - Single Family/Cabin","1212  CHESTERSHIRE PL","North Coventry",1993,"1991 or Later","1991-2000"
"1703Q00420000","R-10","R - Single Family/Cabin","1222  CHESTERSHIRE PL","North Coventry",1999,"1991 or Later","1991-2000"
"1703Q00430000","R-10","R - Single Family/Cabin","1230  CHESTERSHIRE PL","North Coventry",1990,"Before 1991","1981-1990"
"1703Q00440000","R-10","R - Single Family/Cabin","1225  CHESTERSHIRE PL","North Coventry",1992,"1991 or Later","1991-2000"
"1703Q00450000","R-10","R - Single Family/Cabin","1221  CHESTERSHIRE PL","North Coventry",1990,"Before 1991","1981-1990"
"1703Q00460000","R-10","R - Single Family/Cabin","1211  CHESTERSHIRE PL","North Coventry",1993,"1991 or Later","1991-2000"
"1703Q00470000","R-10","R - Single Family/Cabin","1205  CHESTERSHIRE PL","North Coventry",1990,"Before 1991","1981-1990"
"1703Q00480000","R-10","R - Single Family/Cabin","1201  CHESTERSHIRE PL","North Coventry",1990,"Before 1991","1981-1990"
